latitud,longitud,rad_2019,rad_2023,delta_historico,cagr_pct,tendencia,zona_expansion,rad_2026,delta_vs_2023_2026,rad_2027,delta_vs_2023_2027,rad_2028,delta_vs_2023_2028,rad_2029,delta_vs_2023_2029,rad_2030,delta_vs_2023_2030,nivel_urbano
-12.13675,-77.16632,0.34,2.62,2.28,66.427,crecimiento_alto,0,3.96,1.34,4.53,1.91,5.1,2.48,5.67,3.05,6.24,3.62,rural
-12.13675,-77.15789,0.45,0.0,0.0,-78.317,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.13675,-77.14947,0.68,3.71,3.02,52.698,crecimiento_alto,0,5.43,1.72,6.18,2.48,6.94,3.23,7.7,3.99,8.45,4.75,rural
-12.13675,-77.14105,0.95,0.0,0.0,-81.989,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.13675,-77.13263,2.38,1.99,-0.39,-4.366,decrecimiento,0,0.0,-1.99,0.0,-1.99,0.0,-1.99,0.0,-1.99,0.0,-1.99,rural
-12.13675,-77.12421,2.35,2.16,-0.19,-2.046,decrecimiento,0,2.02,-0.14,1.98,-0.18,1.93,-0.23,1.88,-0.28,1.84,-0.32,rural
-12.13675,-77.11579,3.76,2.4,-1.35,-10.577,decrecimiento,0,1.24,-1.16,0.9,-1.5,0.56,-1.84,0.22,-2.18,0.0,-2.4,rural
-12.13675,-77.10737,7.3,2.36,-4.94,-24.591,decrecimiento,0,0.0,-2.36,0.0,-2.36,0.0,-2.36,0.0,-2.36,0.0,-2.36,rural
-12.13675,-77.09895,8.01,2.89,-5.12,-22.509,decrecimiento,0,0.0,-2.89,0.0,-2.89,0.0,-2.89,0.0,-2.89,0.0,-2.89,rural
-12.13675,-77.09053,8.38,2.8,-5.58,-23.973,decrecimiento,0,0.0,-2.8,0.0,-2.8,0.0,-2.8,0.0,-2.8,0.0,-2.8,rural
-12.13675,-77.08211,8.49,3.39,-5.1,-20.52,decrecimiento,0,0.0,-3.39,0.0,-3.39,0.0,-3.39,0.0,-3.39,0.0,-3.39,rural
-12.13675,-77.07368,12.0,4.94,-7.06,-19.899,decrecimiento,0,0.0,-4.94,0.0,-4.94,0.0,-4.94,0.0,-4.94,0.0,-4.94,rural
-12.13675,-77.06526,0.0,9.01,0.0,874.194,crecimiento_alto,0,0.0,-9.01,0.0,-9.01,0.0,-9.01,0.0,-9.01,0.0,-9.01,rural
-12.13675,-77.05684,0.0,11.13,0.0,927.16,crecimiento_alto,0,0.0,-11.13,0.0,-11.13,0.0,-11.13,0.0,-11.13,0.0,-11.13,peri-urbano
-12.13675,-77.04842,0.0,13.73,0.0,982.52,crecimiento_alto,0,0.0,-13.73,0.0,-13.73,0.0,-13.73,0.0,-13.73,0.0,-13.73,peri-urbano
-12.13675,-77.04,18.58,23.8,5.22,6.382,crecimiento_alto,0,25.93,2.13,27.24,3.44,28.54,4.74,29.84,6.05,31.15,7.35,peri-urbano
-12.13675,-77.03158,43.18,106.36,63.18,25.28,crecimiento_alto,1,162.68,56.32,178.47,72.11,194.27,87.91,210.06,103.7,225.86,119.5,urbano_denso
-12.13675,-77.02316,96.91,101.63,4.73,1.197,crecimiento_moderado,0,93.41,-8.22,94.59,-7.04,95.77,-5.86,96.95,-4.68,98.14,-3.5,urbano_denso
-12.13675,-77.01474,76.24,99.55,23.3,6.895,crecimiento_alto,0,109.2,9.65,115.02,15.48,120.85,21.3,126.68,27.13,132.5,32.96,urbano_denso
-12.13675,-77.00632,128.86,148.71,19.86,3.648,crecimiento_moderado,0,146.63,-2.09,151.59,2.88,156.56,7.84,161.52,12.81,166.49,17.77,centro_comercial
-12.13675,-76.99789,99.4,162.96,63.56,13.155,crecimiento_alto,1,199.89,36.93,215.78,52.82,231.67,68.71,247.56,84.6,263.45,100.49,centro_comercial
-12.13675,-76.98947,143.84,168.32,24.48,4.008,crecimiento_moderado,0,167.76,-0.56,173.88,5.56,180.0,11.68,186.12,17.8,192.24,23.92,centro_comercial
-12.13675,-76.98105,137.91,134.96,-2.96,-0.54,estable,0,118.31,-16.65,117.57,-17.39,116.83,-18.13,116.09,-18.87,115.35,-19.6,centro_comercial
-12.13675,-76.97263,120.3,147.72,27.42,5.268,crecimiento_alto,0,155.6,7.88,162.46,14.73,169.31,21.59,176.17,28.44,183.02,35.3,centro_comercial
-12.13675,-76.96421,94.65,135.91,41.26,9.468,crecimiento_alto,1,161.76,25.85,172.08,36.17,182.39,46.48,192.71,56.8,203.03,67.11,centro_comercial
-12.13675,-76.95579,85.38,137.87,52.49,12.727,crecimiento_alto,1,166.85,28.98,179.97,42.1,193.09,55.22,206.21,68.34,219.34,81.47,centro_comercial
-12.13675,-76.94737,83.25,124.55,41.3,10.597,crecimiento_alto,1,145.33,20.78,155.66,31.11,165.98,41.43,176.31,51.76,186.63,62.08,centro_comercial
-12.13675,-76.93895,41.04,69.34,28.3,14.008,crecimiento_alto,0,84.7,15.37,91.78,22.44,98.85,29.51,105.92,36.59,113.0,43.66,urbano_denso
-12.13675,-76.93053,14.53,18.15,3.63,5.729,crecimiento_alto,0,21.3,3.15,22.21,4.06,23.12,4.97,24.02,5.87,24.93,6.78,peri-urbano
-12.13675,-76.92211,7.67,8.22,0.55,1.745,crecimiento_moderado,0,8.8,0.57,8.94,0.71,9.07,0.85,9.21,0.99,9.35,1.12,rural
-12.13675,-76.91368,5.12,8.95,3.83,14.978,crecimiento_alto,0,11.41,2.47,12.37,3.42,13.33,4.38,14.29,5.34,15.24,6.29,rural
-12.13675,-76.90526,3.84,7.05,3.2,16.373,crecimiento_alto,0,9.12,2.07,9.92,2.87,10.72,3.67,11.52,4.47,12.32,5.27,rural
-12.13675,-76.89684,3.13,8.23,5.1,27.373,crecimiento_alto,0,11.41,3.18,12.69,4.46,13.96,5.73,15.24,7.01,16.51,8.29,rural
-12.13675,-76.88842,3.24,7.68,4.44,24.1,crecimiento_alto,0,10.74,3.07,11.86,4.18,12.97,5.29,14.08,6.4,15.19,7.51,rural
-12.13675,-76.88,4.67,11.89,7.22,26.339,crecimiento_alto,0,16.98,5.08,18.78,6.89,20.59,8.7,22.4,10.5,24.2,12.31,peri-urbano
-12.13675,-76.87158,8.94,13.23,4.29,10.292,crecimiento_alto,0,16.84,3.61,17.91,4.68,18.98,5.75,20.05,6.83,21.13,7.9,peri-urbano
-12.13675,-76.86316,3.1,8.48,5.37,28.561,crecimiento_alto,0,12.36,3.88,13.7,5.23,15.05,6.57,16.39,7.91,17.73,9.26,rural
-12.13675,-76.85474,2.86,8.92,6.05,32.838,crecimiento_alto,0,13.06,4.14,14.57,5.65,16.08,7.17,17.6,8.68,19.11,10.19,rural
-12.13675,-76.84632,2.83,6.21,3.38,21.677,crecimiento_alto,0,8.59,2.38,9.44,3.23,10.28,4.07,11.12,4.91,11.97,5.76,rural
-12.13675,-76.83789,2.49,4.91,2.42,18.524,crecimiento_alto,0,6.68,1.76,7.28,2.37,7.89,2.98,8.5,3.58,9.1,4.19,rural
-12.13675,-76.82947,5.16,6.29,1.13,5.069,crecimiento_alto,0,6.48,0.19,6.77,0.48,7.05,0.76,7.33,1.04,7.61,1.32,rural
-12.13675,-76.82105,15.1,11.87,-3.22,-5.827,decrecimiento,0,8.53,-3.34,7.73,-4.15,6.92,-4.95,6.12,-5.76,5.31,-6.56,peri-urbano
-12.13675,-76.81263,13.11,11.38,-1.73,-3.48,decrecimiento,0,7.58,-3.8,7.15,-4.23,6.71,-4.66,6.28,-5.09,5.85,-5.53,peri-urbano
-12.13675,-76.80421,5.82,6.36,0.54,2.256,crecimiento_moderado,0,6.09,-0.27,6.23,-0.14,6.36,-0.0,6.5,0.14,6.63,0.27,rural
-12.14518,-77.2,0.24,0.21,-0.03,-2.927,decrecimiento,0,0.0,-0.21,0.0,-0.21,0.0,-0.21,0.0,-0.21,0.0,-0.21,rural
-12.14518,-77.19158,0.58,0.51,-0.07,-3.283,decrecimiento,0,0.47,-0.03,0.46,-0.05,0.44,-0.07,0.42,-0.09,0.4,-0.1,rural
-12.14518,-77.18316,0.36,0.68,0.32,17.366,crecimiento_alto,0,0.85,0.17,0.94,0.25,1.02,0.34,1.1,0.42,1.18,0.5,rural
-12.14518,-77.17474,0.66,0.81,0.14,5.004,crecimiento_alto,0,0.99,0.18,1.02,0.22,1.06,0.25,1.1,0.29,1.13,0.33,rural
-12.14518,-77.16632,0.49,0.88,0.39,15.547,crecimiento_alto,0,1.05,0.17,1.15,0.27,1.25,0.36,1.34,0.46,1.44,0.56,rural
-12.14518,-77.15789,0.64,0.0,0.0,-80.112,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.14518,-77.14947,0.87,0.0,0.0,-81.603,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.14518,-77.14105,0.85,0.0,0.0,-81.453,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.14518,-77.13263,2.16,0.0,0.0,-85.336,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.14518,-77.12421,0.72,3.18,2.45,44.728,crecimiento_alto,0,5.14,1.96,5.75,2.58,6.37,3.19,6.98,3.8,7.59,4.42,rural
-12.14518,-77.11579,2.3,2.32,0.01,0.139,estable,0,0.0,-2.32,0.0,-2.32,0.0,-2.32,0.0,-2.32,0.0,-2.32,rural
-12.14518,-77.10737,3.24,2.53,-0.71,-5.968,decrecimiento,0,0.0,-2.53,0.0,-2.53,0.0,-2.53,0.0,-2.53,0.0,-2.53,rural
-12.14518,-77.09895,6.51,2.73,-3.78,-19.524,decrecimiento,0,0.0,-2.73,0.0,-2.73,0.0,-2.73,0.0,-2.73,0.0,-2.73,rural
-12.14518,-77.09053,6.81,2.64,-4.17,-21.088,decrecimiento,0,0.0,-2.64,0.0,-2.64,0.0,-2.64,0.0,-2.64,0.0,-2.64,rural
-12.14518,-77.08211,7.76,3.19,-4.58,-19.946,decrecimiento,0,0.0,-3.19,0.0,-3.19,0.0,-3.19,0.0,-3.19,0.0,-3.19,rural
-12.14518,-77.07368,11.67,5.65,-6.02,-16.597,decrecimiento,0,0.0,-5.65,0.0,-5.65,0.0,-5.65,0.0,-5.65,0.0,-5.65,rural
-12.14518,-77.06526,0.0,4.16,0.0,703.126,crecimiento_alto,0,0.0,-4.16,0.0,-4.16,0.0,-4.16,0.0,-4.16,0.0,-4.16,rural
-12.14518,-77.05684,4.87,8.36,3.5,14.499,crecimiento_alto,0,0.0,-8.36,0.0,-8.36,0.0,-8.36,0.0,-8.36,0.0,-8.36,rural
-12.14518,-77.04842,0.0,5.7,0.0,768.853,crecimiento_alto,0,0.0,-5.7,0.0,-5.7,0.0,-5.7,0.0,-5.7,0.0,-5.7,rural
-12.14518,-77.04,12.97,17.39,4.41,7.59,crecimiento_alto,0,22.92,5.53,24.02,6.63,25.12,7.73,26.22,8.84,27.33,9.94,peri-urbano
-12.14518,-77.03158,44.08,68.45,24.37,11.63,crecimiento_alto,0,86.08,17.64,92.18,23.73,98.27,29.82,104.36,35.91,110.45,42.01,urbano_denso
-12.14518,-77.02316,68.27,101.25,32.98,10.355,crecimiento_alto,0,119.08,17.84,127.33,26.08,135.57,34.33,143.82,42.57,152.06,50.82,urbano_denso
-12.14518,-77.01474,70.26,88.43,18.18,5.921,crecimiento_alto,0,96.22,7.78,100.76,12.33,105.31,16.87,109.85,21.42,114.39,25.96,urbano_denso
-12.14518,-77.00632,58.65,63.89,5.24,2.162,crecimiento_moderado,0,67.92,4.03,69.23,5.34,70.54,6.65,71.85,7.96,73.16,9.27,urbano_denso
-12.14518,-76.99789,76.31,107.79,31.48,9.017,crecimiento_alto,0,125.86,18.07,133.73,25.94,141.6,33.81,149.47,41.68,157.34,49.55,urbano_denso
-12.14518,-76.98947,112.17,179.99,67.82,12.549,crecimiento_alto,1,215.94,35.95,232.9,52.9,249.85,69.86,266.81,86.81,283.76,103.77,centro_comercial
-12.14518,-76.98105,116.62,166.44,49.82,9.299,crecimiento_alto,1,190.21,23.77,202.67,36.23,215.12,48.68,227.57,61.14,240.03,73.59,centro_comercial
-12.14518,-76.97263,111.04,164.97,53.92,10.402,crecimiento_alto,1,188.9,23.93,202.38,37.41,215.86,50.89,229.34,64.37,242.82,77.85,centro_comercial
-12.14518,-76.96421,80.28,122.06,41.78,11.044,crecimiento_alto,1,148.75,26.69,159.2,37.14,169.64,47.58,180.09,58.03,190.53,68.47,centro_comercial
-12.14518,-76.95579,77.33,112.46,35.13,9.816,crecimiento_alto,1,137.37,24.9,146.15,33.69,154.93,42.47,163.72,51.25,172.5,60.04,urbano_denso
-12.14518,-76.94737,70.12,109.03,38.9,11.665,crecimiento_alto,1,131.82,22.79,141.55,32.52,151.27,42.25,161.0,51.97,170.73,61.7,urbano_denso
-12.14518,-76.93895,52.55,103.89,51.33,18.574,crecimiento_alto,1,135.09,31.21,147.92,44.04,160.76,56.87,173.59,69.7,186.42,82.54,urbano_denso
-12.14518,-76.93053,30.28,32.99,2.71,2.167,crecimiento_moderado,0,35.21,2.22,35.89,2.9,36.57,3.58,37.25,4.25,37.92,4.93,urbano
-12.14518,-76.92211,8.2,9.52,1.32,3.802,crecimiento_moderado,0,11.49,1.97,11.82,2.3,12.15,2.63,12.48,2.96,12.81,3.29,rural
-12.14518,-76.91368,6.97,24.22,17.25,36.553,crecimiento_alto,0,37.03,12.81,41.34,17.12,45.65,21.44,49.97,25.75,54.28,30.06,peri-urbano
-12.14518,-76.90526,4.44,19.6,15.16,44.975,crecimiento_alto,0,30.3,10.7,34.09,14.49,37.88,18.28,41.67,22.07,45.46,25.86,peri-urbano
-12.14518,-76.89684,4.53,25.24,20.71,53.621,crecimiento_alto,0,40.08,14.84,45.26,20.01,50.43,25.19,55.61,30.37,60.79,35.55,peri-urbano
-12.14518,-76.88842,10.6,16.24,5.64,11.251,crecimiento_alto,0,19.8,3.56,21.21,4.97,22.62,6.38,24.03,7.79,25.43,9.2,peri-urbano
-12.14518,-76.88,32.78,29.48,-3.3,-2.618,decrecimiento,0,23.7,-5.78,22.88,-6.6,22.05,-7.43,21.23,-8.25,20.4,-9.08,peri-urbano
-12.14518,-76.87158,16.56,14.53,-2.02,-3.207,decrecimiento,0,11.44,-3.09,10.94,-3.6,10.43,-4.1,9.92,-4.61,9.42,-5.11,peri-urbano
-12.14518,-76.86316,8.31,12.53,4.21,10.799,crecimiento_alto,0,14.39,1.87,15.45,2.92,16.5,3.97,17.55,5.03,18.61,6.08,peri-urbano
-12.14518,-76.85474,8.19,18.04,9.85,21.818,crecimiento_alto,0,22.72,4.68,25.18,7.15,27.64,9.61,30.11,12.07,32.57,14.53,peri-urbano
-12.14518,-76.84632,9.23,14.73,5.51,12.41,crecimiento_alto,0,17.93,3.19,19.3,4.57,20.68,5.95,22.06,7.32,23.43,8.7,peri-urbano
-12.14518,-76.83789,6.97,11.48,4.5,13.261,crecimiento_alto,0,13.31,1.83,14.44,2.96,15.56,4.09,16.69,5.21,17.82,6.34,peri-urbano
-12.14518,-76.82947,3.86,8.22,4.36,20.822,crecimiento_alto,0,10.75,2.53,11.84,3.62,12.93,4.71,14.02,5.8,15.11,6.89,rural
-12.14518,-76.82105,7.53,6.47,-1.07,-3.746,decrecimiento,0,4.59,-1.88,4.32,-2.14,4.06,-2.41,3.79,-2.68,3.52,-2.94,rural
-12.14518,-76.81263,2.84,4.55,1.7,12.458,crecimiento_alto,0,5.68,1.14,6.11,1.56,6.54,1.99,6.96,2.41,7.39,2.84,rural
-12.14518,-76.80421,2.02,2.64,0.62,6.894,crecimiento_alto,0,3.31,0.67,3.46,0.82,3.61,0.98,3.77,1.13,3.92,1.28,rural
-12.15361,-77.2,0.29,0.64,0.35,21.862,crecimiento_alto,0,1.05,0.42,1.14,0.5,1.23,0.59,1.31,0.68,1.4,0.76,rural
-12.15361,-77.19158,0.4,0.48,0.09,5.031,crecimiento_alto,0,0.0,-0.48,0.0,-0.48,0.0,-0.48,0.0,-0.48,0.0,-0.48,rural
-12.15361,-77.18316,0.45,0.67,0.21,10.077,crecimiento_alto,0,0.86,0.2,0.91,0.25,0.97,0.3,1.02,0.35,1.07,0.41,rural
-12.15361,-77.17474,0.41,0.83,0.42,19.506,crecimiento_alto,0,1.17,0.34,1.28,0.45,1.39,0.55,1.49,0.66,1.6,0.77,rural
-12.15361,-77.16632,0.69,0.79,0.1,3.38,crecimiento_moderado,0,0.9,0.12,0.93,0.14,0.95,0.17,0.98,0.19,1.0,0.21,rural
-12.15361,-77.15789,0.51,0.0,0.0,-78.967,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.15361,-77.14947,0.64,0.83,0.19,6.856,crecimiento_alto,0,1.04,0.2,1.08,0.25,1.13,0.3,1.18,0.35,1.23,0.4,rural
-12.15361,-77.14105,1.47,0.0,0.0,-83.86,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.15361,-77.13263,0.91,2.47,1.56,28.404,crecimiento_alto,0,0.0,-2.47,0.0,-2.47,0.0,-2.47,0.0,-2.47,0.0,-2.47,rural
-12.15361,-77.12421,0.99,2.78,1.79,29.506,crecimiento_alto,0,0.0,-2.78,0.0,-2.78,0.0,-2.78,0.0,-2.78,0.0,-2.78,rural
-12.15361,-77.11579,0.74,3.52,2.78,47.514,crecimiento_alto,0,0.0,-3.52,0.0,-3.52,0.0,-3.52,0.0,-3.52,0.0,-3.52,rural
-12.15361,-77.10737,2.57,3.25,0.68,6.062,crecimiento_alto,0,0.0,-3.25,0.0,-3.25,0.0,-3.25,0.0,-3.25,0.0,-3.25,rural
-12.15361,-77.09895,2.79,3.39,0.59,4.93,crecimiento_moderado,0,0.0,-3.39,0.0,-3.39,0.0,-3.39,0.0,-3.39,0.0,-3.39,rural
-12.15361,-77.09053,4.34,2.47,-1.87,-13.168,decrecimiento,0,0.0,-2.47,0.0,-2.47,0.0,-2.47,0.0,-2.47,0.0,-2.47,rural
-12.15361,-77.08211,3.65,2.83,-0.81,-6.121,decrecimiento,0,0.0,-2.83,0.0,-2.83,0.0,-2.83,0.0,-2.83,0.0,-2.83,rural
-12.15361,-77.07368,9.63,3.21,-6.42,-24.036,decrecimiento,0,0.0,-3.21,0.0,-3.21,0.0,-3.21,0.0,-3.21,0.0,-3.21,rural
-12.15361,-77.06526,3.77,6.01,2.24,12.369,crecimiento_alto,0,0.0,-6.01,0.0,-6.01,0.0,-6.01,0.0,-6.01,0.0,-6.01,rural
-12.15361,-77.05684,3.97,7.57,3.61,17.552,crecimiento_alto,0,0.0,-7.57,0.0,-7.57,0.0,-7.57,0.0,-7.57,0.0,-7.57,rural
-12.15361,-77.04842,5.55,10.47,4.92,17.217,crecimiento_alto,0,0.0,-10.47,0.0,-10.47,0.0,-10.47,0.0,-10.47,0.0,-10.47,peri-urbano
-12.15361,-77.04,15.39,28.5,13.1,16.644,crecimiento_alto,0,0.0,-28.5,0.0,-28.5,0.0,-28.5,0.0,-28.5,0.0,-28.5,peri-urbano
-12.15361,-77.03158,40.11,51.41,11.3,6.399,crecimiento_alto,0,53.59,2.18,56.41,5.01,59.24,7.83,62.06,10.65,64.88,13.48,urbano
-12.15361,-77.02316,57.83,91.11,33.28,12.036,crecimiento_alto,0,0.0,-91.11,0.0,-91.11,0.0,-91.11,0.0,-91.11,0.0,-91.11,urbano_denso
-12.15361,-77.01474,58.69,62.79,4.1,1.701,crecimiento_moderado,0,60.3,-2.49,61.32,-1.47,62.34,-0.45,63.37,0.58,64.39,1.6,urbano_denso
-12.15361,-77.00632,41.62,41.14,-0.49,-0.293,estable,0,41.74,0.6,41.62,0.48,41.49,0.36,41.37,0.24,41.25,0.12,urbano
-12.15361,-76.99789,95.6,144.4,48.8,10.86,crecimiento_alto,1,166.15,21.75,178.35,33.95,190.54,46.15,202.74,58.35,214.94,70.55,centro_comercial
-12.15361,-76.98947,121.75,182.86,61.11,10.704,crecimiento_alto,1,205.61,22.75,220.88,38.02,236.16,53.3,251.44,68.58,266.72,83.86,centro_comercial
-12.15361,-76.98105,122.79,176.99,54.19,9.57,crecimiento_alto,1,201.08,24.09,214.63,37.64,228.18,51.19,241.72,64.74,255.27,78.29,centro_comercial
-12.15361,-76.97263,101.16,169.49,68.33,13.771,crecimiento_alto,1,211.12,41.63,228.21,58.71,245.29,75.8,262.37,92.88,279.45,109.96,centro_comercial
-12.15361,-76.96421,86.38,121.9,35.52,8.994,crecimiento_alto,1,149.64,27.75,158.52,36.63,167.4,45.51,176.29,54.39,185.17,63.27,centro_comercial
-12.15361,-76.95579,72.57,106.18,33.62,9.984,crecimiento_alto,1,131.5,25.32,139.91,33.72,148.31,42.13,156.72,50.53,165.12,58.94,urbano_denso
-12.15361,-76.94737,74.64,128.85,54.21,14.623,crecimiento_alto,1,160.01,31.16,173.56,44.71,187.11,58.26,200.66,71.81,214.22,85.37,centro_comercial
-12.15361,-76.93895,55.54,88.39,32.85,12.32,crecimiento_alto,0,113.15,24.76,121.36,32.97,129.58,41.18,137.79,49.4,146.0,57.61,urbano_denso
-12.15361,-76.93053,17.34,22.18,4.84,6.348,crecimiento_alto,0,29.49,7.31,30.7,8.52,31.91,9.73,33.12,10.94,34.33,12.15,peri-urbano
-12.15361,-76.92211,15.68,25.51,9.83,12.931,crecimiento_alto,0,32.18,6.67,34.64,9.13,37.1,11.59,39.55,14.04,42.01,16.5,peri-urbano
-12.15361,-76.91368,15.75,40.18,24.43,26.384,crecimiento_alto,0,57.08,16.9,63.18,23.01,69.29,29.11,75.4,35.22,81.51,41.33,urbano
-12.15361,-76.90526,5.32,17.63,12.3,34.889,crecimiento_alto,0,25.27,7.64,28.34,10.72,31.42,13.79,34.5,16.87,37.57,19.94,peri-urbano
-12.15361,-76.89684,12.56,24.37,11.81,18.033,crecimiento_alto,0,32.61,8.24,35.56,11.19,38.51,14.14,41.47,17.1,44.42,20.05,peri-urbano
-12.15361,-76.88842,26.45,31.39,4.94,4.373,crecimiento_moderado,0,30.22,-1.17,31.45,0.06,32.69,1.3,33.92,2.53,35.16,3.77,urbano
-12.15361,-76.88,18.83,24.04,5.2,6.287,crecimiento_alto,0,27.62,3.58,28.92,4.88,30.22,6.18,31.52,7.48,32.82,8.78,peri-urbano
-12.15361,-76.87158,13.28,30.03,16.75,22.634,crecimiento_alto,0,39.21,9.18,43.4,13.37,47.59,17.56,51.78,21.75,55.97,25.94,urbano
-12.15361,-76.86316,13.44,19.61,6.17,9.906,crecimiento_alto,0,21.66,2.05,23.2,3.59,24.74,5.13,26.28,6.68,27.83,8.22,peri-urbano
-12.15361,-76.85474,7.57,18.69,11.12,25.359,crecimiento_alto,0,24.63,5.94,27.41,8.72,30.19,11.5,32.97,14.28,35.75,17.06,peri-urbano
-12.15361,-76.84632,3.04,7.35,4.31,24.717,crecimiento_alto,0,10.67,3.31,11.74,4.39,12.82,5.47,13.9,6.55,14.98,7.63,rural
-12.15361,-76.83789,2.54,5.26,2.72,19.955,crecimiento_alto,0,6.97,1.71,7.65,2.39,8.33,3.07,9.01,3.75,9.69,4.43,rural
-12.15361,-76.82947,2.08,5.12,3.04,25.241,crecimiento_alto,0,7.15,2.03,7.91,2.79,8.67,3.55,9.43,4.31,10.19,5.07,rural
-12.15361,-76.82105,2.58,3.87,1.29,10.647,crecimiento_alto,0,4.53,0.66,4.85,0.98,5.17,1.3,5.49,1.63,5.81,1.95,rural
-12.15361,-76.81263,1.6,2.78,1.18,14.778,crecimiento_alto,0,3.51,0.72,3.8,1.02,4.1,1.31,4.39,1.61,4.69,1.9,rural
-12.15361,-76.80421,1.22,2.16,0.94,15.293,crecimiento_alto,0,2.76,0.61,3.0,0.84,3.23,1.07,3.47,1.31,3.7,1.54,rural
-12.16205,-77.2,0.14,0.69,0.55,49.04,crecimiento_alto,0,1.0,0.3,1.14,0.44,1.27,0.58,1.41,0.72,1.55,0.86,rural
-12.16205,-77.19158,0.31,0.4,0.09,6.753,crecimiento_alto,0,0.0,-0.4,0.0,-0.4,0.0,-0.4,0.0,-0.4,0.0,-0.4,rural
-12.16205,-77.18316,0.22,0.23,0.01,0.591,estable,0,0.36,0.13,0.36,0.13,0.36,0.14,0.36,0.14,0.36,0.14,rural
-12.16205,-77.17474,0.18,0.41,0.22,22.231,crecimiento_alto,0,0.52,0.12,0.58,0.17,0.64,0.23,0.69,0.29,0.75,0.34,rural
-12.16205,-77.16632,0.45,0.0,0.0,-78.276,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.16205,-77.15789,0.74,0.0,0.0,-80.799,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.16205,-77.14947,0.85,2.0,1.16,23.996,crecimiento_alto,0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,rural
-12.16205,-77.14105,0.94,0.0,0.0,-81.956,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.16205,-77.13263,0.96,2.46,1.49,26.387,crecimiento_alto,0,0.0,-2.46,0.0,-2.46,0.0,-2.46,0.0,-2.46,0.0,-2.46,rural
-12.16205,-77.12421,0.87,0.0,0.0,-81.594,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.16205,-77.11579,0.83,2.58,1.75,32.847,crecimiento_alto,0,0.0,-2.58,0.0,-2.58,0.0,-2.58,0.0,-2.58,0.0,-2.58,rural
-12.16205,-77.10737,2.57,3.28,0.71,6.254,crecimiento_alto,0,0.0,-3.28,0.0,-3.28,0.0,-3.28,0.0,-3.28,0.0,-3.28,rural
-12.16205,-77.09895,2.9,3.12,0.22,1.859,crecimiento_moderado,0,0.0,-3.12,0.0,-3.12,0.0,-3.12,0.0,-3.12,0.0,-3.12,rural
-12.16205,-77.09053,3.21,2.21,-1.0,-8.886,decrecimiento,0,0.0,-2.21,0.0,-2.21,0.0,-2.21,0.0,-2.21,0.0,-2.21,rural
-12.16205,-77.08211,4.79,4.22,-0.57,-3.128,decrecimiento,0,0.0,-4.22,0.0,-4.22,0.0,-4.22,0.0,-4.22,0.0,-4.22,rural
-12.16205,-77.07368,5.38,2.42,-2.96,-18.088,decrecimiento,0,0.0,-2.42,0.0,-2.42,0.0,-2.42,0.0,-2.42,0.0,-2.42,rural
-12.16205,-77.06526,3.16,6.96,3.81,21.856,crecimiento_alto,0,0.0,-6.96,0.0,-6.96,0.0,-6.96,0.0,-6.96,0.0,-6.96,rural
-12.16205,-77.05684,3.67,5.02,1.36,8.178,crecimiento_alto,0,0.0,-5.02,0.0,-5.02,0.0,-5.02,0.0,-5.02,0.0,-5.02,rural
-12.16205,-77.04842,8.64,7.91,-0.73,-2.187,decrecimiento,0,0.0,-7.91,0.0,-7.91,0.0,-7.91,0.0,-7.91,0.0,-7.91,rural
-12.16205,-77.04,41.29,39.2,-2.09,-1.29,decrecimiento,0,0.0,-39.2,0.0,-39.2,0.0,-39.2,0.0,-39.2,0.0,-39.2,urbano
-12.16205,-77.03158,61.51,102.85,41.33,13.712,crecimiento_alto,1,126.68,23.84,137.02,34.17,147.35,44.5,157.68,54.84,168.02,65.17,urbano_denso
-12.16205,-77.02316,56.08,57.24,1.16,0.511,estable,0,47.7,-9.54,47.99,-9.25,48.28,-8.96,48.57,-8.67,48.86,-8.38,urbano
