latitud,longitud,rad_2019,rad_2023,delta_historico,cagr_pct,tendencia,zona_expansion,rad_2026,delta_vs_2023_2026,rad_2027,delta_vs_2023_2027,rad_2028,delta_vs_2023_2028,rad_2029,delta_vs_2023_2029,rad_2030,delta_vs_2023_2030,nivel_urbano
-12.02711,-76.82105,63.01,88.15,25.14,8.757,crecimiento_alto,0,102.72,14.57,109.0,20.86,115.29,27.14,121.57,33.43,127.86,39.71,urbano_denso
-12.02711,-76.81263,20.8,42.05,21.25,19.246,crecimiento_alto,0,56.93,14.88,62.25,20.2,67.56,25.51,72.88,30.82,78.19,36.14,urbano
-12.02711,-76.80421,8.16,11.42,3.26,8.766,crecimiento_alto,0,14.42,3.0,15.24,3.82,16.05,4.63,16.87,5.45,17.68,6.26,peri-urbano
-12.03554,-77.2,0.9,5.03,4.13,53.826,crecimiento_alto,0,0.0,-5.03,0.0,-5.03,0.0,-5.03,0.0,-5.03,0.0,-5.03,rural
-12.03554,-77.19158,3.41,4.47,1.06,7.026,crecimiento_alto,0,5.58,1.12,5.85,1.38,6.12,1.65,6.38,1.91,6.65,2.18,rural
-12.03554,-77.18316,4.44,3.32,-1.11,-6.972,decrecimiento,0,0.0,-3.32,0.0,-3.32,0.0,-3.32,0.0,-3.32,0.0,-3.32,rural
-12.03554,-77.17474,0.0,4.13,0.0,701.72,crecimiento_alto,0,0.0,-4.13,0.0,-4.13,0.0,-4.13,0.0,-4.13,0.0,-4.13,rural
-12.03554,-77.16632,7.2,0.0,0.0,-89.144,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.03554,-77.15789,23.76,18.35,-5.41,-6.26,decrecimiento,0,21.46,3.12,20.11,1.76,18.76,0.41,17.4,-0.94,16.05,-2.3,peri-urbano
-12.03554,-77.14947,49.34,112.61,63.26,22.909,crecimiento_alto,1,160.37,47.76,176.18,63.58,192.0,79.39,207.82,95.21,223.63,111.02,urbano_denso
-12.03554,-77.14105,51.17,58.29,7.11,3.308,crecimiento_moderado,0,73.09,14.8,74.87,16.58,76.64,18.36,78.42,20.14,80.2,21.92,urbano
-12.03554,-77.13263,80.76,87.68,6.92,2.076,crecimiento_moderado,0,80.51,-7.17,82.24,-5.44,83.97,-3.71,85.69,-1.98,87.42,-0.25,urbano_denso
-12.03554,-77.12421,66.52,67.77,1.25,0.467,estable,0,62.62,-5.15,62.94,-4.84,63.25,-4.52,63.56,-4.21,63.87,-3.9,urbano_denso
-12.03554,-77.11579,59.25,58.97,-0.28,-0.119,estable,0,58.89,-0.08,58.82,-0.15,58.75,-0.22,58.67,-0.29,58.6,-0.36,urbano
-12.03554,-77.10737,77.06,147.28,70.22,17.58,crecimiento_alto,1,187.04,39.76,204.59,57.31,222.15,74.87,239.71,92.42,257.26,109.98,centro_comercial
-12.03554,-77.09895,88.23,129.72,41.49,10.116,crecimiento_alto,1,150.54,20.82,160.92,31.19,171.29,41.57,181.66,51.94,192.04,62.31,centro_comercial
-12.03554,-77.09053,85.04,147.74,62.7,14.806,crecimiento_alto,1,181.2,33.46,196.88,49.14,212.55,64.81,228.23,80.49,243.9,96.16,centro_comercial
-12.03554,-77.08211,71.98,114.95,42.97,12.414,crecimiento_alto,1,140.35,25.4,151.09,36.14,161.83,46.88,172.58,57.62,183.32,68.37,urbano_denso
-12.03554,-77.07368,71.52,120.94,49.42,14.034,crecimiento_alto,1,148.81,27.87,161.16,40.22,173.52,52.58,185.87,64.93,198.22,77.29,centro_comercial
-12.03554,-77.06526,80.28,134.07,53.8,13.681,crecimiento_alto,1,163.54,29.46,176.99,42.91,190.44,56.36,203.89,69.81,217.33,83.26,centro_comercial
-12.03554,-77.05684,77.38,115.25,37.87,10.473,crecimiento_alto,1,136.86,21.61,146.33,31.08,155.79,40.55,165.26,50.02,174.73,59.48,urbano_denso
-12.03554,-77.04842,72.56,118.63,46.07,13.078,crecimiento_alto,1,148.15,29.53,159.67,41.04,171.19,52.56,182.71,64.08,194.23,75.6,urbano_denso
-12.03554,-77.04,68.53,99.71,31.18,9.829,crecimiento_alto,0,123.25,23.53,131.04,31.33,138.84,39.12,146.63,46.92,154.43,54.72,urbano_denso
-12.03554,-77.03158,68.2,101.76,33.56,10.523,crecimiento_alto,1,117.15,15.39,125.54,23.78,133.93,32.17,142.32,40.56,150.71,48.95,urbano_denso
-12.03554,-77.02316,59.97,81.35,21.38,7.922,crecimiento_alto,0,93.76,12.4,99.1,17.75,104.45,23.09,109.79,28.44,115.14,33.79,urbano_denso
-12.03554,-77.01474,63.04,94.45,31.41,10.635,crecimiento_alto,0,103.21,8.76,111.06,16.61,118.91,24.46,126.76,32.31,134.62,40.16,urbano_denso
-12.03554,-77.00632,67.19,90.87,23.67,7.837,crecimiento_alto,0,100.52,9.65,106.44,15.57,112.35,21.49,118.27,27.41,124.19,33.32,urbano_denso
-12.03554,-76.99789,64.62,86.55,21.93,7.578,crecimiento_alto,0,96.05,9.49,101.53,14.98,107.01,20.46,112.49,25.94,117.98,31.42,urbano_denso
-12.03554,-76.98947,67.74,93.59,25.84,8.414,crecimiento_alto,0,113.8,20.22,120.26,26.68,126.72,33.14,133.18,39.6,139.64,46.06,urbano_denso
-12.03554,-76.98105,64.02,95.49,31.47,10.512,crecimiento_alto,0,120.98,25.49,128.84,33.36,136.71,41.22,144.58,49.09,152.44,56.96,urbano_denso
-12.03554,-76.97263,68.39,103.37,34.98,10.879,crecimiento_alto,1,125.47,22.1,134.21,30.84,142.96,39.59,151.7,48.33,160.44,57.08,urbano_denso
-12.03554,-76.96421,69.65,127.91,58.25,16.408,crecimiento_alto,1,159.15,31.24,173.71,45.8,188.27,60.37,202.83,74.93,217.4,89.49,centro_comercial
-12.03554,-76.95579,76.51,129.26,52.75,14.009,crecimiento_alto,1,151.39,22.13,164.58,35.32,177.77,48.51,190.96,61.7,204.14,74.89,centro_comercial
-12.03554,-76.94737,68.09,115.56,47.47,14.138,crecimiento_alto,1,141.42,25.86,153.29,37.73,165.16,49.6,177.03,61.47,188.89,73.33,urbano_denso
-12.03554,-76.93895,70.72,132.64,61.92,17.026,crecimiento_alto,1,165.15,32.51,180.63,47.99,196.11,63.47,211.58,78.95,227.06,94.43,centro_comercial
-12.03554,-76.93053,70.54,125.85,55.31,15.572,crecimiento_alto,1,155.97,30.12,169.8,43.94,183.63,57.77,197.45,71.6,211.28,85.43,centro_comercial
-12.03554,-76.92211,59.54,95.06,35.51,12.406,crecimiento_alto,1,115.12,20.07,124.0,28.95,132.88,37.83,141.76,46.71,150.64,55.58,urbano_denso
-12.03554,-76.91368,28.99,54.85,25.86,17.284,crecimiento_alto,0,73.74,18.89,80.21,25.36,86.67,31.82,93.14,38.29,99.6,44.75,urbano
-12.03554,-76.90526,40.49,78.88,38.4,18.147,crecimiento_alto,1,103.15,24.27,112.75,33.87,122.35,43.46,131.95,53.06,141.55,62.66,urbano_denso
-12.03554,-76.89684,37.43,64.57,27.14,14.602,crecimiento_alto,0,80.61,16.04,87.4,22.82,94.18,29.61,100.96,36.39,107.75,43.18,urbano_denso
-12.03554,-76.88842,17.0,31.0,14.0,16.209,crecimiento_alto,0,41.38,10.38,44.88,13.88,48.38,17.38,51.88,20.88,55.38,24.38,urbano
-12.03554,-76.88,25.58,29.65,4.07,3.758,crecimiento_moderado,0,30.19,0.54,31.21,1.56,32.23,2.58,33.24,3.59,34.26,4.61,peri-urbano
-12.03554,-76.87158,9.45,9.7,0.25,0.645,estable,0,9.87,0.17,9.93,0.23,9.99,0.29,10.05,0.35,10.11,0.41,rural
-12.03554,-76.86316,3.97,7.66,3.69,17.888,crecimiento_alto,0,10.35,2.69,11.27,3.61,12.19,4.53,13.12,5.46,14.04,6.38,rural
-12.03554,-76.85474,3.45,6.58,3.13,17.523,crecimiento_alto,0,9.02,2.44,9.8,3.23,10.58,4.01,11.37,4.79,12.15,5.57,rural
-12.03554,-76.84632,2.89,5.98,3.09,19.962,crecimiento_alto,0,8.38,2.4,9.15,3.17,9.92,3.94,10.7,4.72,11.47,5.49,rural
-12.03554,-76.83789,5.78,7.61,1.83,7.133,crecimiento_alto,0,9.22,1.61,9.68,2.07,10.14,2.53,10.6,2.99,11.06,3.45,rural
-12.03554,-76.82947,22.07,28.0,5.94,6.137,crecimiento_alto,0,29.73,1.72,31.21,3.21,32.69,4.69,34.18,6.18,35.66,7.66,peri-urbano
-12.03554,-76.82105,9.44,12.09,2.65,6.378,crecimiento_alto,0,13.54,1.45,14.2,2.11,14.86,2.77,15.52,3.43,16.19,4.09,peri-urbano
-12.03554,-76.81263,3.21,5.07,1.86,12.075,crecimiento_alto,0,7.31,2.24,7.77,2.7,8.24,3.17,8.7,3.63,9.17,4.1,rural
-12.03554,-76.80421,2.75,4.38,1.63,12.321,crecimiento_alto,0,5.92,1.55,6.33,1.95,6.74,2.36,7.14,2.77,7.55,3.17,rural
-12.04398,-77.2,2.79,4.42,1.63,12.186,crecimiento_alto,0,0.0,-4.42,0.0,-4.42,0.0,-4.42,0.0,-4.42,0.0,-4.42,rural
-12.04398,-77.19158,3.84,5.02,1.18,6.908,crecimiento_alto,0,5.96,0.94,6.25,1.23,6.55,1.53,6.84,1.82,7.14,2.11,rural
-12.04398,-77.18316,0.0,4.4,0.0,714.57,crecimiento_alto,0,0.0,-4.4,0.0,-4.4,0.0,-4.4,0.0,-4.4,0.0,-4.4,rural
-12.04398,-77.17474,6.18,3.96,-2.22,-10.544,decrecimiento,0,0.0,-3.96,0.0,-3.96,0.0,-3.96,0.0,-3.96,0.0,-3.96,rural
-12.04398,-77.16632,18.18,0.0,0.0,-91.388,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.04398,-77.15789,63.88,60.87,-3.01,-1.198,decrecimiento,0,0.0,-60.87,0.0,-60.87,0.0,-60.87,0.0,-60.87,0.0,-60.87,urbano_denso
-12.04398,-77.14947,194.49,276.96,82.47,9.24,crecimiento_alto,1,300.0,23.04,300.0,23.04,300.0,23.04,300.0,23.04,300.0,23.04,centro_comercial
-12.04398,-77.14105,97.8,147.92,50.12,10.898,crecimiento_alto,1,177.38,29.46,189.91,41.99,202.44,54.52,214.97,67.05,227.5,79.58,centro_comercial
-12.04398,-77.13263,102.11,122.3,20.18,4.612,crecimiento_moderado,0,127.7,5.4,132.74,10.45,137.79,15.49,142.84,20.54,147.88,25.59,centro_comercial
-12.04398,-77.12421,82.28,125.67,43.39,11.169,crecimiento_alto,1,155.38,29.7,166.23,40.55,177.07,51.4,187.92,62.25,198.77,73.09,centro_comercial
-12.04398,-77.11579,100.68,133.67,32.99,7.343,crecimiento_alto,0,152.32,18.66,160.57,26.9,168.82,35.15,177.06,43.4,185.31,51.64,centro_comercial
-12.04398,-77.10737,100.43,153.57,53.14,11.201,crecimiento_alto,1,183.25,29.69,196.54,42.97,209.82,56.26,223.11,69.54,236.39,82.82,centro_comercial
-12.04398,-77.09895,90.34,179.53,89.19,18.733,crecimiento_alto,1,232.15,52.62,254.45,74.92,276.75,97.22,299.05,119.52,300.0,120.47,centro_comercial
-12.04398,-77.09053,85.3,132.49,47.19,11.637,crecimiento_alto,1,158.53,26.04,170.33,37.84,182.13,49.64,193.92,61.44,205.72,73.23,centro_comercial
-12.04398,-77.08211,84.2,128.9,44.69,11.231,crecimiento_alto,1,155.98,27.08,167.15,38.26,178.32,49.43,189.5,60.6,200.67,71.78,centro_comercial
-12.04398,-77.07368,76.72,132.85,56.13,14.712,crecimiento_alto,1,165.79,32.95,179.82,46.98,193.86,61.01,207.89,75.04,221.92,89.07,centro_comercial
-12.04398,-77.06526,78.85,124.85,46.0,12.176,crecimiento_alto,1,149.47,24.62,160.97,36.12,172.47,47.62,183.97,59.12,195.48,70.62,centro_comercial
-12.04398,-77.05684,77.62,126.03,48.41,12.882,crecimiento_alto,1,152.73,26.7,164.83,38.8,176.93,50.9,189.03,63.01,201.13,75.11,centro_comercial
-12.04398,-77.04842,71.99,124.56,52.57,14.692,crecimiento_alto,1,162.17,37.6,175.31,50.75,188.45,63.89,201.6,77.04,214.74,90.18,centro_comercial
-12.04398,-77.04,79.62,110.46,30.84,8.528,crecimiento_alto,0,131.49,21.03,139.2,28.74,146.91,36.45,154.62,44.16,162.33,51.87,urbano_denso
-12.04398,-77.03158,87.91,111.37,23.47,6.093,crecimiento_alto,0,117.8,6.43,123.66,12.29,129.53,18.16,135.4,24.03,141.26,29.89,urbano_denso
-12.04398,-77.02316,45.57,72.21,26.64,12.197,crecimiento_alto,0,87.72,15.51,94.38,22.17,101.04,28.83,107.7,35.49,114.36,42.15,urbano_denso
-12.04398,-77.01474,52.83,82.19,29.36,11.682,crecimiento_alto,0,97.43,15.24,104.77,22.58,112.11,29.92,119.45,37.26,126.79,44.6,urbano_denso
-12.04398,-77.00632,53.95,79.55,25.6,10.196,crecimiento_alto,0,91.98,12.43,98.38,18.83,104.78,25.24,111.18,31.64,117.58,38.04,urbano_denso
-12.04398,-76.99789,31.32,43.45,12.12,8.523,crecimiento_alto,0,50.71,7.26,53.74,10.29,56.77,13.32,59.8,16.36,62.83,19.39,urbano
-12.04398,-76.98947,59.99,93.24,33.25,11.657,crecimiento_alto,0,107.81,14.57,116.12,22.88,124.43,31.19,132.75,39.51,141.06,47.82,urbano_denso
-12.04398,-76.98105,75.64,119.75,44.11,12.17,crecimiento_alto,1,145.24,25.5,156.27,36.52,167.3,47.55,178.33,58.58,189.35,69.6,urbano_denso
-12.04398,-76.97263,73.16,130.35,57.18,15.532,crecimiento_alto,1,164.83,34.48,179.12,48.77,193.42,63.07,207.71,77.37,222.01,91.66,centro_comercial
-12.04398,-76.96421,77.53,125.24,47.71,12.737,crecimiento_alto,1,145.57,20.33,157.5,32.26,169.43,44.19,181.35,56.11,193.28,68.04,centro_comercial
-12.04398,-76.95579,71.3,112.16,40.86,11.991,crecimiento_alto,1,135.03,22.88,145.25,33.09,155.46,43.31,165.68,53.52,175.89,63.73,urbano_denso
-12.04398,-76.94737,56.46,101.21,44.75,15.711,crecimiento_alto,1,125.7,24.49,136.89,35.68,148.08,46.86,159.26,58.05,170.45,69.24,urbano_denso
-12.04398,-76.93895,55.88,89.37,33.49,12.457,crecimiento_alto,1,104.51,15.14,112.88,23.51,121.25,31.88,129.63,40.26,138.0,48.63,urbano_denso
-12.04398,-76.93053,39.74,73.27,33.53,16.528,crecimiento_alto,1,90.56,17.28,98.94,25.67,107.32,34.05,115.71,42.43,124.09,50.82,urbano_denso
-12.04398,-76.92211,26.04,51.52,25.48,18.597,crecimiento_alto,0,67.71,16.19,74.08,22.56,80.45,28.93,86.82,35.3,93.19,41.67,urbano
-12.04398,-76.91368,11.16,23.66,12.5,20.665,crecimiento_alto,0,33.68,10.02,36.8,13.14,39.92,16.27,43.05,19.39,46.17,22.52,peri-urbano
-12.04398,-76.90526,30.88,46.97,16.1,11.059,crecimiento_alto,0,53.8,6.82,57.82,10.85,61.84,14.87,65.87,18.9,69.89,22.92,urbano
-12.04398,-76.89684,30.55,36.07,5.52,4.243,crecimiento_moderado,0,38.55,2.47,39.93,3.86,41.31,5.24,42.69,6.62,44.07,8.0,urbano
-12.04398,-76.88842,20.45,31.24,10.79,11.173,crecimiento_alto,0,36.74,5.5,39.44,8.2,42.14,10.9,44.83,13.59,47.53,16.29,urbano
-12.04398,-76.88,6.24,19.83,13.6,33.532,crecimiento_alto,0,28.67,8.83,32.07,12.23,35.47,15.63,38.87,19.03,42.26,22.43,peri-urbano
-12.04398,-76.87158,4.34,9.07,4.72,20.19,crecimiento_alto,0,12.41,3.35,13.59,4.53,14.77,5.71,15.95,6.89,17.13,8.07,rural
-12.04398,-76.86316,3.23,6.17,2.94,17.569,crecimiento_alto,0,8.13,1.96,8.86,2.69,9.6,3.43,10.33,4.16,11.07,4.9,rural
-12.04398,-76.85474,2.85,4.78,1.94,13.872,crecimiento_alto,0,6.3,1.52,6.79,2.0,7.27,2.49,7.76,2.97,8.24,3.46,rural
-12.04398,-76.84632,2.32,4.23,1.91,16.227,crecimiento_alto,0,5.73,1.5,6.21,1.98,6.68,2.45,7.16,2.93,7.64,3.41,rural
-12.04398,-76.83789,2.22,4.37,2.15,18.422,crecimiento_alto,0,6.22,1.85,6.76,2.39,7.29,2.92,7.83,3.46,8.37,4.0,rural
-12.04398,-76.82947,2.41,4.61,2.2,17.589,crecimiento_alto,0,6.31,1.69,6.86,2.24,7.41,2.79,7.96,3.34,8.51,3.89,rural
-12.04398,-76.82105,2.2,3.41,1.21,11.599,crecimiento_alto,0,4.41,1.0,4.71,1.3,5.01,1.61,5.32,1.91,5.62,2.21,rural
-12.04398,-76.81263,1.94,3.4,1.47,15.111,crecimiento_alto,0,4.68,1.27,5.04,1.64,5.41,2.01,5.77,2.37,6.14,2.74,rural
-12.04398,-76.80421,1.92,2.75,0.83,9.427,crecimiento_alto,0,3.33,0.58,3.54,0.79,3.75,1.0,3.96,1.21,4.16,1.42,rural
-12.05241,-77.2,3.34,1.72,-1.62,-15.316,decrecimiento,0,0.0,-1.72,0.0,-1.72,0.0,-1.72,0.0,-1.72,0.0,-1.72,rural
-12.05241,-77.19158,5.0,4.25,-0.74,-3.947,decrecimiento,0,3.47,-0.78,3.29,-0.97,3.1,-1.15,2.92,-1.34,2.73,-1.52,rural
-12.05241,-77.18316,7.66,2.95,-4.71,-21.249,decrecimiento,0,0.08,-2.87,0.0,-2.95,0.0,-2.95,0.0,-2.95,0.0,-2.95,rural
-12.05241,-77.17474,9.35,0.0,0.0,-89.829,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.05241,-77.16632,14.0,43.23,29.22,32.555,crecimiento_alto,0,57.3,14.08,64.61,21.38,71.91,28.69,79.22,35.99,86.53,43.3,urbano
-12.05241,-77.15789,137.72,142.98,5.27,0.943,estable,0,0.0,-142.98,0.0,-142.98,0.0,-142.98,0.0,-142.98,0.0,-142.98,centro_comercial
-12.05241,-77.14947,172.16,176.46,4.3,0.619,estable,0,154.73,-21.73,155.81,-20.65,156.89,-19.57,157.96,-18.5,159.04,-17.42,centro_comercial
-12.05241,-77.14105,115.6,126.63,11.03,2.304,crecimiento_moderado,0,123.12,-3.51,125.88,-0.75,128.64,2.0,131.39,4.76,134.15,7.52,centro_comercial
-12.05241,-77.13263,133.67,135.34,1.67,0.312,estable,0,120.4,-14.94,120.82,-14.52,121.24,-14.11,121.65,-13.69,122.07,-13.27,centro_comercial
-12.05241,-77.12421,105.88,140.51,34.63,7.33,crecimiento_alto,1,157.48,16.97,166.14,25.63,174.79,34.28,183.45,42.94,192.11,51.6,centro_comercial
-12.05241,-77.11579,102.42,162.67,60.25,12.261,crecimiento_alto,1,202.17,39.5,217.23,54.56,232.29,69.62,247.35,84.68,262.42,99.74,centro_comercial
-12.05241,-77.10737,94.94,185.27,90.33,18.192,crecimiento_alto,1,243.98,58.71,266.56,81.29,289.15,103.87,300.0,114.73,300.0,114.73,centro_comercial
-12.05241,-77.09895,89.76,149.89,60.13,13.678,crecimiento_alto,1,186.25,36.36,201.28,51.39,216.32,66.42,231.35,81.46,246.38,96.49,centro_comercial
-12.05241,-77.09053,77.14,103.65,26.51,7.664,crecimiento_alto,0,121.09,17.44,127.72,24.06,134.35,30.69,140.97,37.32,147.6,43.95,urbano_denso
-12.05241,-77.08211,91.07,130.34,39.27,9.376,crecimiento_alto,1,155.1,24.76,164.92,34.58,174.74,44.4,184.55,54.22,194.37,64.03,centro_comercial
-12.05241,-77.07368,90.68,155.14,64.46,14.368,crecimiento_alto,1,192.96,37.83,209.08,53.94,225.19,70.06,241.31,86.17,257.42,102.29,centro_comercial
-12.05241,-77.06526,75.34,142.79,67.45,17.333,crecimiento_alto,1,182.6,39.81,199.47,56.67,216.33,73.54,233.19,90.4,250.06,107.26,centro_comercial
-12.05241,-77.05684,79.55,143.17,63.62,15.826,crecimiento_alto,1,177.99,34.82,193.89,50.72,209.8,66.63,225.7,82.53,241.61,98.44,centro_comercial
-12.05241,-77.04842,77.87,141.02,63.15,16.006,crecimiento_alto,1,182.86,41.84,198.64,57.63,214.43,73.41,230.22,89.2,246.01,104.99,centro_comercial
-12.05241,-77.04,103.56,138.65,35.09,7.568,crecimiento_alto,1,161.18,22.52,169.95,31.3,178.72,40.07,187.5,48.84,196.27,57.62,centro_comercial
-12.05241,-77.03158,66.48,96.28,29.8,9.701,crecimiento_alto,0,114.83,18.55,122.28,26.0,129.73,33.45,137.18,40.9,144.63,48.35,urbano_denso
-12.05241,-77.02316,56.59,91.84,35.25,12.868,crecimiento_alto,1,112.51,20.67,121.32,29.49,130.14,38.3,138.95,47.11,147.76,55.92,urbano_denso
-12.05241,-77.01474,57.53,93.06,35.53,12.775,crecimiento_alto,1,111.4,18.34,120.29,27.23,129.17,36.11,138.05,44.99,146.93,53.87,urbano_denso
-12.05241,-77.00632,57.58,87.92,30.34,11.162,crecimiento_alto,0,105.67,17.75,113.25,25.33,120.84,32.92,128.42,40.5,136.01,48.09,urbano_denso
-12.05241,-76.99789,38.68,71.7,33.02,16.684,crecimiento_alto,0,101.21,29.51,109.46,37.76,117.72,46.02,125.98,54.27,134.23,62.53,urbano_denso
-12.05241,-76.98947,37.47,52.91,15.44,9.006,crecimiento_alto,0,62.82,9.91,66.67,13.76,70.53,17.62,74.39,21.48,78.25,25.34,urbano
-12.05241,-76.98105,68.55,117.33,48.78,14.38,crecimiento_alto,1,146.88,29.55,159.07,41.74,171.27,53.94,183.46,66.13,195.66,78.33,urbano_denso
-12.05241,-76.97263,73.47,115.26,41.79,11.916,crecimiento_alto,1,135.45,20.19,145.9,30.64,156.34,41.09,166.79,51.53,177.24,61.98,urbano_denso
-12.05241,-76.96421,60.72,107.35,46.62,15.308,crecimiento_alto,1,137.44,30.1,149.1,41.75,160.76,53.41,172.41,65.06,184.07,76.72,urbano_denso
-12.05241,-76.95579,64.87,105.4,40.53,12.901,crecimiento_alto,1,128.04,22.64,138.18,32.77,148.31,42.9,158.44,53.04,168.57,63.17,urbano_denso
-12.05241,-76.94737,74.84,111.98,37.14,10.599,crecimiento_alto,1,131.73,19.75,141.02,29.03,150.3,38.32,159.59,47.61,168.88,56.89,urbano_denso
-12.05241,-76.93895,35.59,63.74,28.16,15.688,crecimiento_alto,0,79.53,15.79,86.57,22.83,93.61,29.87,100.65,36.91,107.69,43.95,urbano_denso
-12.05241,-76.93053,17.57,35.13,17.56,18.905,crecimiento_alto,0,45.23,10.1,49.62,14.49,54.01,18.88,58.4,23.27,62.79,27.66,urbano
-12.05241,-76.92211,7.94,17.93,9.98,22.567,crecimiento_alto,0,24.42,6.5,26.92,8.99,29.41,11.49,31.91,13.99,34.41,16.48,peri-urbano
-12.05241,-76.91368,5.57,13.21,7.64,24.078,crecimiento_alto,0,18.47,5.26,20.38,7.17,22.29,9.08,24.2,10.99,26.11,12.9,peri-urbano
-12.05241,-76.90526,5.35,12.26,6.91,23.052,crecimiento_alto,0,16.92,4.66,18.65,6.39,20.38,8.12,22.1,9.85,23.83,11.57,peri-urbano
-12.05241,-76.89684,4.8,8.29,3.49,14.632,crecimiento_alto,0,11.21,2.92,12.08,3.79,12.96,4.66,13.83,5.53,14.7,6.41,rural
-12.05241,-76.88842,4.88,8.33,3.45,14.295,crecimiento_alto,0,10.91,2.57,11.77,3.44,12.64,4.3,13.5,5.16,14.36,6.03,rural
-12.05241,-76.88,3.68,6.34,2.66,14.551,crecimiento_alto,0,8.26,1.92,8.93,2.59,9.59,3.25,10.26,3.92,10.92,4.58,rural
-12.05241,-76.87158,3.14,4.82,1.68,11.336,crecimiento_alto,0,6.22,1.4,6.64,1.82,7.06,2.24,7.48,2.66,7.9,3.08,rural
-12.05241,-76.86316,2.51,4.43,1.92,15.287,crecimiento_alto,0,5.94,1.51,6.42,1.99,6.9,2.47,7.38,2.95,7.87,3.43,rural
-12.05241,-76.85474,2.31,3.76,1.45,12.983,crecimiento_alto,0,4.95,1.19,5.31,1.55,5.68,1.91,6.04,2.28,6.4,2.64,rural
-12.05241,-76.84632,2.44,3.6,1.15,10.155,crecimiento_alto,0,4.62,1.02,4.9,1.31,5.19,1.6,5.48,1.88,5.77,2.17,rural
-12.05241,-76.83789,2.06,3.4,1.34,13.344,crecimiento_alto,0,4.41,1.01,4.75,1.35,5.09,1.68,5.42,2.02,5.76,2.35,rural
-12.05241,-76.82947,1.79,3.05,1.25,14.176,crecimiento_alto,0,3.93,0.88,4.24,1.2,4.56,1.51,4.87,1.82,5.18,2.14,rural
-12.05241,-76.82105,1.75,2.78,1.03,12.203,crecimiento_alto,0,3.53,0.76,3.79,1.01,4.05,1.27,4.3,1.53,4.56,1.78,rural
-12.05241,-76.81263,1.49,2.39,0.9,12.604,crecimiento_alto,0,2.92,0.53,3.15,0.76,3.37,0.98,3.6,1.21,3.82,1.43,rural
-12.05241,-76.80421,1.41,2.15,0.74,11.115,crecimiento_alto,0,2.69,0.54,2.87,0.72,3.06,0.91,3.24,1.09,3.43,1.28,rural
-12.06084,-77.2,3.37,1.93,-1.44,-13.023,decrecimiento,0,1.04,-0.88,0.68,-1.24,0.32,-1.6,0.0,-1.93,0.0,-1.93,rural
-12.06084,-77.19158,3.34,2.2,-1.13,-9.861,decrecimiento,0,1.82,-0.38,1.54,-0.66,1.26,-0.95,0.97,-1.23,0.69,-1.51,rural
-12.06084,-77.18316,4.65,3.59,-1.06,-6.254,decrecimiento,0,3.11,-0.48,2.85,-0.74,2.59,-1.01,2.32,-1.27,2.06,-1.54,rural
-12.06084,-77.17474,17.15,12.97,-4.18,-6.751,decrecimiento,0,0.0,-12.97,0.0,-12.97,0.0,-12.97,0.0,-12.97,0.0,-12.97,peri-urbano
-12.06084,-77.16632,31.12,50.67,19.55,12.958,crecimiento_alto,0,59.0,8.33,63.88,13.21,68.77,18.1,73.66,22.99,78.54,27.87,urbano
-12.06084,-77.15789,56.62,102.69,46.07,16.05,crecimiento_alto,1,123.2,20.51,134.72,32.02,146.23,43.54,157.75,55.06,169.27,66.58,urbano_denso
-12.06084,-77.14947,78.56,91.56,13.0,3.902,crecimiento_moderado,0,95.28,3.72,98.53,6.97,101.78,10.22,105.03,13.47,108.28,16.72,urbano_denso
-12.06084,-77.14105,100.0,111.97,11.97,2.866,crecimiento_moderado,0,108.19,-3.78,111.18,-0.79,114.17,2.21,117.16,5.2,120.15,8.19,urbano_denso
-12.06084,-77.13263,95.1,125.11,30.01,7.096,crecimiento_alto,0,133.37,8.26,140.87,15.76,148.37,23.26,155.87,30.76,163.38,38.26,centro_comercial
-12.06084,-77.12421,122.35,162.91,40.56,7.42,crecimiento_alto,1,175.01,12.09,185.15,22.23,195.29,32.38,205.43,42.52,215.57,52.66,centro_comercial
-12.06084,-77.11579,115.69,153.79,38.1,7.377,crecimiento_alto,1,168.21,14.42,177.74,23.94,187.26,33.47,196.79,42.99,206.31,52.52,centro_comercial
-12.06084,-77.10737,91.09,147.68,56.59,12.84,crecimiento_alto,1,190.53,42.86,204.68,57.0,218.83,71.15,232.97,85.3,247.12,99.44,centro_comercial
-12.06084,-77.09895,74.72,99.6,24.88,7.45,crecimiento_alto,0,113.97,14.37,120.19,20.59,126.41,26.81,132.63,33.03,138.86,39.25,urbano_denso
-12.06084,-77.09053,66.41,81.23,14.81,5.163,crecimiento_alto,0,91.57,10.34,95.27,14.04,98.97,17.75,102.68,21.45,106.38,25.16,urbano_denso
-12.06084,-77.08211,91.95,140.42,48.48,11.167,crecimiento_alto,1,167.23,26.81,179.35,38.93,191.47,51.05,203.59,63.17,215.71,75.29,centro_comercial
-12.06084,-77.07368,88.03,137.6,49.57,11.814,crecimiento_alto,1,167.32,29.72,179.72,42.11,192.11,54.51,204.5,66.9,216.89,79.29,centro_comercial
